player_id,player_name,team_name,team_id
957602,Riccardo Calafiori,Arsenal,42
1426228,Eli Junior Kroupi,Bournemouth,60
948261,Morgan Rogers,Aston Villa,40
836694,Mason Mount,Manchester United,35
962364,Lorenzo Lucca,Nottingham Forest,14
1144630,Cristhian Mosquera,Arsenal,42
1013842,Emmanuel Agbadou,Wolverhampton,3
865523,Noah Okafor,Leeds United,34
243609,Alisson,Liverpool,44
1135873,Alejandro Garnacho,Chelsea,38
560128,Joelinton,Newcastle United,39
893549,Tijjani Reijnders,Manchester City,17
867442,Callum Hudson-Odoi,Nottingham Forest,14
803174,Antonee Robinson,Fulham,43
1002837,Piero Hincapié,Arsenal,42
581310,David Raya,Arsenal,42
1036269,Yasin Ayari,Brighton & Hove Albion,30
845286,Ismaïla Sarr,Crystal Palace,7
1106451,Dango Ouattara,Brentford,50
1089582,Freddie Potts,West Ham United,37
250223,John McGinn,Aston Villa,40
973431,Brenden Aaronson,Leeds United,34
252669,José Sá,Wolverhampton,3
1020680,Jaidon Anthony,Burnley,6
882604,Đorđe Petrović,Bournemouth,60
303638,Tyrone Mings,Aston Villa,40
1002711,Pape Matar Sarr,Tottenham Hotspur,33
991478,Amine Adli,Bournemouth,60
864169,Pau Torres,Aston Villa,40
966547,Noni Madueke,Arsenal,42
825844,Ferdi Kadıoğlu,Brighton & Hove Albion,30
1035996,André,Wolverhampton,3
1445799,Ayden Heaven,Manchester United,35
867887,Douglas Luiz,Aston Villa,40
1597265,Estêvão,Chelsea,38
219572,Joël Veltman,Brighton & Hove Albion,30
1105779,Andrey Santos,Chelsea,38
1171539,Noah Sadiki,Sunderland,41
193554,Will Hughes,Crystal Palace,7
855647,Harvey Barnes,Newcastle United,39
886930,Jaka Bijol,Leeds United,34
871765,Nicolás Domínguez,Nottingham Forest,14
998247,Micky van de Ven,Tottenham Hotspur,33
891829,Matt O'Riley,Brighton & Hove Albion,30
1128532,Habib Diarra,Sunderland,41
218160,Bertrand Traoré,Sunderland,41
96531,Alphonse Aréola,West Ham United,37
1065216,Oscar Bobb,Fulham,43
125274,Stefan Ortega,Nottingham Forest,14
149663,Nathan Aké,Manchester City,17
1406130,Veljko Milosavljević,Bournemouth,60
372336,Jacob Murphy,Newcastle United,39
911679,Ilia Gruev,Leeds United,34
149380,Harry Maguire,Manchester United,35
96538,Lucas Digne,Aston Villa,40
836675,Pascal Struijk,Leeds United,34
1112879,Kevin,Fulham,43
997152,Maxim De Cuyper,Brighton & Hove Albion,30
931278,Rayan Aït-Nouri,Manchester City,17
845273,Jean-Ricner Bellegarde,Wolverhampton,3
998253,Jake O'Brien,Everton,48
836168,Nikola Milenković,Nottingham Forest,14
98435,Ross Barkley,Aston Villa,40
980634,Valentino Livramento,Newcastle United,39
856250,Ladislav Krejčí,Wolverhampton,3
1400106,Yankuba Minteh,Brighton & Hove Albion,30
794939,Marc Cucurella,Chelsea,38
159665,Mohamed Salah,Liverpool,44
1085950,Tim Iroegbunam,Everton,48
984014,Enzo Le Fée,Sunderland,41
331209,Bernardo Silva,Manchester City,17
988275,Tyrick Mitchell,Crystal Palace,7
910048,Brian Brobbey,Sunderland,41
846308,Santiago Bueno,Wolverhampton,3
1142703,Nico O'Reilly,Manchester City,17
1184308,Álex Jiménez,Bournemouth,60
936849,Kaoru Mitoma,Brighton & Hove Albion,30
555386,Ollie Watkins,Aston Villa,40
1170560,Soungoutou Magassa,West Ham United,37
106337,Idrissa Gueye,Everton,48
829022,Konstantinos Mavropanos,West Ham United,37
808590,Leon Bailey,Aston Villa,40
1090963,Omari Hutchinson,Nottingham Forest,14
970361,Jeremie Frimpong,Liverpool,44
1401702,Ethan Nwaneri,Arsenal,42
287643,Oleksandr Zinchenko,Nottingham Forest,14
1471671,Jaydee Canvot,Crystal Palace,7
1006073,Rodrigo Gomes,Wolverhampton,3
69256,Kieran Trippier,Newcastle United,39
1048888,Mathys Tel,Tottenham Hotspur,33
836705,Kai Havertz,Arsenal,42
1136731,Rico Lewis,Manchester City,17
1048916,Lesley Ugochukwu,Burnley,6
82566,Tom Cairney,Fulham,43
361420,Dominic Solanke,Tottenham Hotspur,33
1627560,Harrison Armstrong,Everton,48
895576,Marcus Tavernier,Bournemouth,60
355796,Jefferson Lerma,Crystal Palace,7
876643,Vitaliy Mykolenko,Everton,48
848276,Jean-Philippe Mateta,Crystal Palace,7
1142175,Kobbie Mainoo,Manchester United,35
791190,Rodrigo Bentancur,Tottenham Hotspur,33
1015267,João Gomes,Wolverhampton,3
1009386,Hannibal Mejbri,Burnley,6
143334,Victor Lindelöf,Aston Villa,40
924378,Sepp van den Berg,Brentford,50
855845,Florentino Luís,Burnley,6
1065588,Diego Gómez,Brighton & Hove Albion,30
1881902,Rio Ngumoha,Liverpool,44
803185,Lukas Nmecha,Leeds United,34
123689,Karl Darlow,Leeds United,34
1031258,Yehor Yarmolyuk,Brentford,50
262911,Andrew Robertson,Liverpool,44
372344,Dominic Calvert-Lewin,Leeds United,34
895324,Alexis Mac Allister,Liverpool,44
361352,Adam Armstrong,Wolverhampton,3
1046795,Savinho,Manchester City,17
43215,Nathaniel Clyne,Crystal Palace,7
1064218,Chadi Riad,Crystal Palace,7
143040,Wataru Endo,Liverpool,44
136710,Mateo Kovačić,Manchester City,17
825839,Tyrell Malacia,Manchester United,35
1126692,Antoni Milambo,Brentford,50
979144,Luca Netz,Nottingham Forest,14
1913038,Jun'ai Byfield,Tottenham Hotspur,33
1597270,Pedro Lima,Wolverhampton,3
76632,Séamus Coleman,Everton,48
1069488,Roméo Lavia,Chelsea,38
1050692,Diego Coppola,Brighton & Hove Albion,30
826167,Sebastiaan Bornauw,Leeds United,34
989034,Trai Hume,Sunderland,41
846425,Manuel Ugarte,Manchester United,35
851100,Jadon Sancho,Aston Villa,40
998951,Wilfried Gnonto,Leeds United,34
113956,Callum Wilson,West Ham United,37
867445,Emile Smith Rowe,Fulham,43
846252,Ryan Yates,Nottingham Forest,14
976263,Ian Maatsen,Aston Villa,40
1008456,Oliver Sonne,Burnley,6
1416535,Charalampos Kostoulas,Brighton & Hove Albion,30
795066,Marcus Edwards,Burnley,6
1014987,Dennis Cirkin,Sunderland,41
828640,Joe Rodon,Leeds United,34
922573,Gabriel Martinelli,Arsenal,42
576384,Kristoffer Ajer,Brentford,50
863653,Aaron Wan-Bissaka,West Ham United,37
980623,Nick Woltemade,Newcastle United,39
996958,Malo Gusto,Chelsea,38
1391251,Lucas Bergvall,Tottenham Hotspur,33
875137,Zian Flemming,Burnley,6
855731,David Brooks,Bournemouth,60
135256,Christian Nørgaard,Arsenal,42
78152,Matz Sels,Nottingham Forest,14
904827,Benoît Badiashile,Chelsea,38
865912,Morgan Gibbs-White,Nottingham Forest,14
991604,Fabio Carvalho,Brentford,50
873554,Omar Marmoush,Manchester City,17
1142315,Jack Hinshelwood,Brighton & Hove Albion,30
959628,Mats Wieffer,Brighton & Hove Albion,30
1089388,Lamare Bogarde,Aston Villa,40
998490,Evanilson,Bournemouth,60
871886,Ao Tanaka,Leeds United,34
322391,Ryan Christie,Bournemouth,60
1917626,Max Dowman,Arsenal,42
1523623,Mohamadou Kanté,West Ham United,37
986397,Benjamin Šeško,Manchester United,35
803039,Donyell Malen,Aston Villa,40
831424,Reinildo Mandava,Sunderland,41
1140599,Jamie Gittens,Chelsea,38
894733,Marshall Munetsi,Wolverhampton,3
190839,Luke Shaw,Manchester United,35
885864,Frank Onyeka,Brentford,50
954044,Ki-Jana Hoever,Wolverhampton,3
845386,Federico Chiesa,Liverpool,44
1142675,Chemsdine Talbi,Sunderland,41
972421,Keane Lewis-Potter,Brentford,50
1198075,Brajan Gruda,Brighton & Hove Albion,30
944327,Dan Ndoye,Nottingham Forest,14
861972,Calvin Bassey,Fulham,43
1008402,Conor Bradley,Liverpool,44
174975,Arthur Masuaku,Sunderland,41
192442,Raúl Jiménez,Fulham,43
999028,Adrien Truffert,Bournemouth,60
962408,Bafodé Diakité,Bournemouth,60
791,James Milner,Brighton & Hove Albion,30
1031283,David Möller Wolfe,Wolverhampton,3
875360,Hjalmar Ekdal,Burnley,6
33902,Danny Welbeck,Brighton & Hove Albion,30
1117223,Maxime Estève,Burnley,6
858194,Edward Nketiah,Crystal Palace,7
945798,Djed Spence,Tottenham Hotspur,33
1155321,Stefanos Tzimas,Brighton & Hove Albion,30
946695,Georginio Rutter,Brighton & Hove Albion,30
371222,Saša Lukić,Fulham,43
904970,Conor Gallagher,Tottenham Hotspur,33
609752,Guido Rodríguez,West Ham United,37
975937,Jacob Ramsey,Newcastle United,39
799041,Tomáš Souček,West Ham United,37
1097425,Miloš Kerkez,Liverpool,44
844096,Jhon Arias,Wolverhampton,3
1085180,Brennan Johnson,Crystal Palace,7
1142335,Archie Gray,Tottenham Hotspur,33
786186,Hee-Chan Hwang,Wolverhampton,3
1153315,Leny Yoro,Manchester United,35
1013928,Hugo Bueno,Wolverhampton,3
1142679,Wilson Odobert,Tottenham Hotspur,33
1010220,Nicolò Savona,Nottingham Forest,14
795228,Odsonne Édouard,Crystal Palace,7
1142182,Tyler Fredricson,Manchester United,35
1170722,Jair,Nottingham Forest,14
1011895,Jota Silva,Nottingham Forest,14
1631879,Alysson,Aston Villa,40
1410178,Jamaldeen Jimoh,Aston Villa,40
1005725,Tawanda Chirewa,Wolverhampton,3
964106,Dan Neil,Sunderland,41
815890,Altay Bayındır,Manchester United,35
856640,Mads Hermansen,West Ham United,37
845464,Andy Irving,West Ham United,37
838399,Joe Worrall,Burnley,6
826139,Reiss Nelson,Brentford,50
1116571,Nilson Angulo,Sunderland,41
1465865,Shea Lacey,Manchester United,35
1398204,George Hemmings,Aston Villa,40
823085,Kyle Walker-Peters,West Ham United,37
834308,Gabriel Gudmundsson,Leeds United,34
828639,Daniel James,Leeds United,34
1403050,Josh Acheampong,Chelsea,38
871290,Lucas Perri,Leeds United,34
1014835,Yerson Mosquera,Wolverhampton,3
877980,Wilson Isidor,Sunderland,41
983572,Destiny Udogie,Tottenham Hotspur,33
318927,Joe Gomez,Liverpool,44
829570,Jack Harrison,Leeds United,34
935543,Dwight McNeil,Everton,48
851596,Justin Kluivert,Bournemouth,60
1438837,Romain Esse,Crystal Palace,7
839410,Aaron Ramsdale,Newcastle United,39
152077,John Stones,Manchester City,17
1402726,Jack Fletcher,Manchester United,35
979232,Anthony Elanga,Newcastle United,39
987734,Tolu Arokodare,Wolverhampton,3
1174472,Tyler Dibling,Everton,48
823941,Alexander Isak,Liverpool,44
1471764,El Hadji Malick Diouf,West Ham United,37
44614,Kyle Walker,Burnley,6
844842,Yves Bissouma,Tottenham Hotspur,33
1652590,Ezra Mayers,West Ham United,37
1004505,Loum Tchaouna,Burnley,6
894474,Max Kilman,West Ham United,37
99090,Dan Burn,Newcastle United,39
1168588,Eliezer Mayenda,Sunderland,41
836698,Ryan Sessegnon,Fulham,43
50480,Chris Wood,Nottingham Forest,14
1150952,Oliver Scarles,West Ham United,37
1423711,Myles Lewis-Skelly,Arsenal,42
286165,Adama Traoré,West Ham United,37
1096210,Jackson Tchatchoua,Wolverhampton,3
1015256,Rodrigo Muniz,Fulham,43
966869,Aaron Hickey,Brentford,50
997087,Liam Delap,Chelsea,38
794839,Gabriel Jesus,Arsenal,42
100390,Marco Bizot,Aston Villa,40
365812,Luke O'Nien,Sunderland,41
1199043,Carlos Baleba,Brighton & Hove Albion,30
1394089,Chris Rigg,Sunderland,41
945217,Jean-Clair Todibo,West Ham United,37
917007,Joshua Zirkzee,Manchester United,35
809276,Jacob Bruun Larsen,Burnley,6
888550,Joe Willock,Newcastle United,39
817979,Axel Tuanzebe,Burnley,6
1154861,Ben Gannon-Doak,Bournemouth,60
1526628,Fer López,Wolverhampton,3
955245,Harvey Elliott,Aston Villa,40
1153079,Jorrel Hato,Chelsea,38
329417,Timothy Castagne,Fulham,43
901907,Lyle Foster,Burnley,6
929132,Jayden Bogle,Leeds United,34
359664,Taiwo Awoniyi,Nottingham Forest,14
1546231,Joshua King,Fulham,43
1110842,Simon Adingra,Sunderland,41
1094440,Romaine Mundle,Sunderland,41
804508,Viktor Gyökeres,Arsenal,42
892924,Hamed Junior Traorè,Bournemouth,60
1545190,Bendito Mantato,Manchester United,35
227946,Angus Gunn,Nottingham Forest,14
1467990,Divine Mukasa,Manchester City,17
1064082,Merlin Röhl,Everton,48
27028,Ashley Barnes,Burnley,6
1167066,Tom Watson,Brighton & Hove Albion,30
1003334,James McAtee,Nottingham Forest,14
1122603,William Osula,Newcastle United,39
336655,Enes Ünal,Bournemouth,60
143047,Matt Doherty,Wolverhampton,3
1395746,Thierno Barry,Everton,48
1017392,Carlos Alcaraz,Everton,48
930997,Giorgi Mamardashvili,Liverpool,44
1464248,Luis Guilherme,West Ham United,37
930245,Evann Guessand,Crystal Palace,7
1136896,Lucas Pires,Burnley,6
981619,Igor Jesus,Nottingham Forest,14
1084311,Justin Devenny,Crystal Palace,7
855864,Ethan Pinnock,Brentford,50
963298,Dilane Bakwa,Nottingham Forest,14
998772,Dane Scarlett,Tottenham Hotspur,33
2007717,Joel Drakes-Thomas,Crystal Palace,7
1503757,Jonah Kusi-Asare,Fulham,43
599128,Rico Henry,Brentford,50
1884145,Christantus Uche,Crystal Palace,7
805123,Yoane Wissa,Newcastle United,39
877013,Valentín Castellanos,West Ham United,37
610766,Tammy Abraham,Aston Villa,40
1476524,Alex Tóth,Bournemouth,60
987489,Beto,Everton,48
1392044,Quilindschy Hartman,Burnley,6
826183,Mike Trésor,Burnley,6
871706,Randal Kolo Muani,Tottenham Hotspur,33
850823,Joël Piroe,Leeds United,34
825719,Issa Diop,Fulham,43
552036,Josh Laurent,Burnley,6
1142573,Jaydon Banel,Burnley,6
1212165,George Earthy,West Ham United,37
1899712,Bradley Burrowes,Aston Villa,40
1185603,Kaden Rodney,Crystal Palace,7
1627806,Harry Howell,Brighton & Hove Albion,30
357584,Borna Sosa,Crystal Palace,7
954061,Arnaud Kalimuendo,Nottingham Forest,14
1403061,Tyrique George,Everton,48
1586020,Romelle Donovan,Brentford,50
1117025,Facundo Buonanotte,Leeds United,34
153444,Jamaal Lascelles,Newcastle United,39
361326,Patrick Roberts,Sunderland,41
996985,Armando Broja,Burnley,6
876599,Jørgen Strand Larsen,Crystal Palace,7
842513,Igor Júlio,Brighton & Hove Albion,30
1390490,Zach Abbott,Nottingham Forest,14
1394099,Callum Marshall,West Ham United,37
973418,Toti Gomes,Wolverhampton,3
1101174,Pablo Felipe,West Ham United,37
44566,Adam Smith,Bournemouth,60
1482340,Souza,Tottenham Hotspur,33
870038,Saša Kalajdžić,Wolverhampton,3
2007889,Ben Winterburn,Bournemouth,60
1201520,Julio Soler,Bournemouth,60
1414933,Marc Guiu,Chelsea,38
840103,John Victor,Nottingham Forest,14
1457536,Andrés García,Aston Villa,40
254713,Sam Byram,Leeds United,34
877102,Nayef Aguerd,West Ham United,37
132645,Niclas Füllkrug,West Ham United,37
997103,Radu Drăguşin,Tottenham Hotspur,33
150396,Emil Krafth,Newcastle United,39
1402850,Tyler Fletcher,Manchester United,35
1125214,Alex Murphy,Newcastle United,39
980649,Myles Peart-Harris,Brentford,50
1899611,Nehemiah Oriola,Brighton & Hove Albion,30
1565348,Joe Knight,Brighton & Hove Albion,30
1445945,Trey Nyoni,Liverpool,44
